first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,third_1,third_2,third_3,third_4,third_5,third_6,state,partyID,partyID_4_TEXT,relig,relig_10_TEXT,religiosity,educ
"kind,encouraging,sensible,sincere","important,respectful,truthful,moral","irresponsible,unfair,destructive,selfish","ignorant,dangerous,unjust,poor","individualistic,competitive,urban,profit-driven","cooperative,modern,old,rural","kind,strong,great,happy","decent,respectful,truthful,moral","unacceptable,irresponsible,disgusting,dishonest","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,urban","cooperative,modern,rural,purpose-driven","kind,encouraging,sensible,sincere","important,decent,confident,consistent","unacceptable,unfair,destructive,selfish","ignorant,hateful,unjust,poor","individualistic,young,urban,profit-driven","collectivist,pragmatic,cooperative,modern","kind,strong,encouraging,happy","important,decent,confident,respectful","unfair,dishonest,destructive,selfish","ignorant,dangerous,unjust,poor","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,purpose-driven",New Jersey,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Extremely7,High school diploma or GED
"kind,strong,great,wise","important,decent,confident,respectful","irresponsible,stupid,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,artistic,competitive,concrete","pragmatic,cooperative,abstract,rural","strong,great,wise,sincere","important,confident,respectful,consistent","unacceptable,irresponsible,stupid,unfair","ignorant,dangerous,unjust,foolish","artistic,competitive,concrete,urban","pragmatic,cooperative,abstract,purpose-driven","encouraging,sensible,great,happy","healthy,important,decent,confident","disgusting,dishonest,destructive,selfish","ignorant,unjust,poor,foolish","competitive,concrete,urban,profit-driven","pragmatic,abstract,old,purpose-driven","kind,strong,sensible,wise","healthy,important,decent,moral","stupid,unfair,destructive,selfish","ignorant,irrational,dangerous,hateful","individualistic,competitive,urban,profit-driven","collectivist,cooperative,modern,old",Pennsylvania,Republican,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"kind,strong,wise,sincere","important,confident,respectful,consistent","irresponsible,dishonest,destructive,selfish","ignorant,irrational,dangerous,foolish","competitive,traditional,concrete,profit-driven","cooperative,abstract,old,purpose-driven","strong,sensible,great,wise","important,confident,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,unjust,poor","competitive,traditional,urban,profit-driven","cooperative,abstract,rural,purpose-driven","kind,strong,sincere,happy","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","competitive,young,urban,profit-driven","collectivist,abstract,old,purpose-driven","kind,strong,wise,happy","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","dangerous,unjust,poor,foolish","individualistic,competitive,urban,profit-driven","pragmatic,old,rural,purpose-driven",Michigan,Republican,,Catholicism (including Roman Catholic),,3,Some college or Associate's degree
"strong,sensible,great,sincere","important,confident,respectful,moral","irresponsible,unfair,destructive,selfish","ignorant,dangerous,unjust,foolish","individualistic,artistic,competitive,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,great,happy","important,decent,confident,moral","irresponsible,unfair,destructive,selfish","irrational,dangerous,hateful,unjust","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,great,sincere,happy","important,decent,confident,consistent","irresponsible,disgusting,unfair,dishonest","ignorant,hateful,unjust,awful","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,abstract,old","strong,sensible,great,happy","decent,confident,respectful,consistent","irresponsible,unfair,destructive,selfish","ignorant,dangerous,hateful,unjust","artistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven",South Carolina,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Some college or Associate's degree
"encouraging,sensible,great,sincere","healthy,important,truthful,moral","irresponsible,disgusting,stupid,destructive","ignorant,hateful,unjust,awful","individualistic,competitive,young,urban","collectivist,cooperative,modern,rural","kind,sensible,great,sincere","important,confident,respectful,consistent","irresponsible,stupid,dishonest,selfish","ignorant,dangerous,foolish,awful","individualistic,artistic,urban,profit-driven","collectivist,pragmatic,cooperative,old","strong,great,wise,happy","important,decent,confident,truthful","unacceptable,disgusting,stupid,dishonest","dangerous,hateful,unjust,foolish","artistic,traditional,concrete,young","cooperative,abstract,old,rural","kind,strong,sincere,happy","important,decent,consistent,moral","disgusting,stupid,dishonest,destructive","irrational,dangerous,hateful,poor","individualistic,competitive,traditional,young","collectivist,pragmatic,abstract,purpose-driven",New York,Democrat,,Christian Orthodox,,6,Bachelor's degree
"kind,strong,sensible,happy","healthy,important,confident,consistent","unacceptable,irresponsible,dishonest,destructive","ignorant,irrational,hateful,unjust","individualistic,artistic,traditional,urban","collectivist,cooperative,modern,abstract","kind,strong,encouraging,wise","healthy,important,decent,moral","irresponsible,stupid,unfair,dishonest","ignorant,unjust,poor,awful","individualistic,artistic,competitive,young","pragmatic,modern,abstract,old","kind,strong,sensible,happy","healthy,respectful,truthful,moral","unacceptable,irresponsible,dishonest,destructive","hateful,unjust,poor,foolish","competitive,traditional,young,profit-driven","pragmatic,cooperative,abstract,purpose-driven","encouraging,wise,sincere,happy","healthy,important,consistent,truthful","unacceptable,irresponsible,disgusting,unfair","dangerous,hateful,unjust,poor","individualistic,artistic,concrete,young","modern,old,rural,purpose-driven",California,Democrat,,Islam,,5,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"kind,strong,sensible,great","important,confident,respectful,consistent","irresponsible,unfair,destructive,selfish","dangerous,hateful,unjust,poor","individualistic,traditional,young,urban","pragmatic,cooperative,modern,purpose-driven","kind,strong,great,wise","important,decent,confident,respectful","irresponsible,unfair,destructive,selfish","dangerous,hateful,poor,foolish","competitive,traditional,concrete,urban","pragmatic,cooperative,old,purpose-driven","strong,sensible,great,wise","healthy,decent,confident,respectful","irresponsible,unfair,dishonest,selfish","ignorant,hateful,unjust,poor","concrete,young,urban,profit-driven","pragmatic,cooperative,abstract,purpose-driven","kind,strong,great,wise","important,decent,respectful,moral","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,poor","competitive,traditional,urban,profit-driven","pragmatic,cooperative,old,purpose-driven",Florida,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Bachelor's degree
"kind,encouraging,great,wise","decent,respectful,consistent,truthful","unacceptable,dishonest,destructive,selfish","dangerous,unjust,foolish,awful","traditional,concrete,young,urban","collectivist,cooperative,abstract,old","encouraging,great,sincere,happy","healthy,important,decent,consistent","stupid,unfair,destructive,selfish","ignorant,irrational,unjust,foolish","individualistic,artistic,urban,profit-driven","collectivist,cooperative,rural,purpose-driven","strong,great,sincere,happy","decent,confident,truthful,moral","irresponsible,disgusting,stupid,unfair","ignorant,dangerous,foolish,awful","individualistic,young,urban,profit-driven","cooperative,abstract,rural,purpose-driven","encouraging,sensible,wise,happy","confident,consistent,truthful,moral","irresponsible,stupid,unfair,dishonest","ignorant,irrational,dangerous,awful","individualistic,traditional,concrete,young","collectivist,pragmatic,abstract,rural",Minnesota,Republican,,Christian Orthodox,,6,Some college or Associate's degree
"strong,encouraging,sensible,great","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","irrational,dangerous,hateful,foolish","competitive,young,urban,profit-driven","collectivist,pragmatic,cooperative,modern","strong,encouraging,sensible,great","important,respectful,consistent,moral","unacceptable,irresponsible,disgusting,selfish","ignorant,irrational,unjust,poor","competitive,traditional,concrete,profit-driven","cooperative,old,rural,purpose-driven","sensible,wise,sincere,happy","important,decent,confident,consistent","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,unjust","competitive,traditional,urban,profit-driven","abstract,old,rural,purpose-driven","strong,encouraging,great,wise","important,confident,respectful,consistent","irresponsible,unfair,destructive,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,traditional,young","cooperative,modern,old,purpose-driven",California,Democrat,,Agnostic (not sure if God exists),,Not at all1,Bachelor's degree
"strong,encouraging,great,happy","important,confident,respectful,consistent","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","cooperative,modern,abstract,purpose-driven","kind,strong,great,wise","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,concrete","cooperative,modern,abstract,purpose-driven","strong,encouraging,sensible,great","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","artistic,competitive,traditional,concrete","collectivist,modern,abstract,purpose-driven","strong,encouraging,great,wise","important,decent,confident,respectful","unfair,dishonest,destructive,selfish","ignorant,irrational,hateful,unjust","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,abstract",Illinois,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Some college or Associate's degree
"strong,sensible,great,happy","healthy,important,respectful,moral","irresponsible,stupid,unfair,selfish","irrational,dangerous,foolish,awful","individualistic,artistic,traditional,young","cooperative,modern,rural,purpose-driven","strong,encouraging,great,happy","important,confident,consistent,truthful","stupid,unfair,dishonest,selfish","ignorant,irrational,dangerous,hateful","individualistic,competitive,concrete,profit-driven","cooperative,modern,abstract,purpose-driven","kind,great,sincere,happy","decent,confident,truthful,moral","unacceptable,disgusting,destructive,selfish","irrational,dangerous,hateful,unjust","individualistic,artistic,young,urban","collectivist,modern,abstract,rural","sensible,great,sincere,happy","healthy,important,decent,respectful","stupid,unfair,destructive,selfish","ignorant,irrational,dangerous,unjust","individualistic,competitive,young,profit-driven","cooperative,modern,rural,purpose-driven",Massachusetts,Democrat,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"strong,great,sincere,happy","important,confident,respectful,moral","unfair,dishonest,destructive,selfish","irrational,dangerous,unjust,awful","individualistic,competitive,traditional,concrete","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,happy","important,confident,respectful,moral","irresponsible,unfair,dishonest,destructive","ignorant,irrational,dangerous,foolish","competitive,traditional,young,profit-driven","collectivist,pragmatic,cooperative,rural","kind,encouraging,sensible,sincere","healthy,decent,confident,moral","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,unjust","individualistic,competitive,urban,profit-driven","collectivist,modern,abstract,purpose-driven","kind,strong,great,happy","important,decent,confident,moral","unacceptable,irresponsible,dishonest,destructive","irrational,dangerous,hateful,poor","individualistic,competitive,traditional,concrete","modern,old,rural,purpose-driven",Ohio,Republican,,Catholicism (including Roman Catholic),,5,Bachelor's degree
